Metabolite	PRISM|7122	PRISM|7147	PRISM|7150	PRISM|7153	PRISM|7184	PRISM|7238	PRISM|7406	PRISM|7408	PRISM|7421	PRISM|7445	PRISM|7486	PRISM|7547	PRISM|7658	PRISM|7662	PRISM|7744	PRISM|7759	PRISM|7791	PRISM|7843	PRISM|7847	PRISM|7855	PRISM|7858	PRISM|7860	PRISM|7861	PRISM|7862	PRISM|7870	PRISM|7874	PRISM|7875	PRISM|7879	PRISM|7899	PRISM|7904	PRISM|7906	PRISM|7908	PRISM|7909	PRISM|7910	PRISM|7911	PRISM|7912	PRISM|7938	PRISM|7941	PRISM|7947	PRISM|7948	PRISM|7955	PRISM|7971	PRISM|7989	PRISM|8095	PRISM|8226	PRISM|8244	PRISM|8264	PRISM|8283	PRISM|8332	PRISM|8336	PRISM|8361	PRISM|8374	PRISM|8377	PRISM|8406	PRISM|8452	PRISM|8462	PRISM|8466	PRISM|8467	PRISM|8475	PRISM|8483	PRISM|8485	PRISM|8496	PRISM|8523	PRISM|8534	PRISM|8537	PRISM|8550	PRISM|8564	PRISM|8565	PRISM|8573	PRISM|8577	PRISM|8589	PRISM|8591	PRISM|8592	PRISM|8624	PRISM|8629	PRISM|8675	PRISM|8683	PRISM|8746	PRISM|8749	PRISM|8753	PRISM|8754	PRISM|8758	PRISM|8764	PRISM|8765	PRISM|8774	PRISM|8776	PRISM|8783	PRISM|8784	PRISM|8788	PRISM|8789	PRISM|8794	PRISM|8800	PRISM|8802	PRISM|8806	PRISM|8807	PRISM|8841	PRISM|8843	PRISM|8847	PRISM|8878	PRISM|8892	PRISM|9126	PRISM|9148
anserine	5.47245	82.8438	13.1862	32.2108	14.4243	144.778	22.8318	10.3103	34.1582	0	176.404	80.623	4.80805	8.63724	16.2649	214.588	3.45548	2027.06	21.1659	17.3733	30.2171	0	22.8598	66.2564	14.5163	17.2826	85.4702	8.97551	69.4669	67.3316	4.74239	17.0642	27.3429	0	48.2459	15.4749	14.489	20.5072	70.9354	6.80961	5.55206	32.1712	6.70575	28.2127	0	45.3623	6.06135	172.028	14.4561	46.4077	126.703	51.1071	4.79549	27.5263	46.9165	276.549	4.52721	186.365	15.6634	39.3377	6.49133	0	19.8748	7.44841	47.1228	14.624	107.173	6.08117	13.2824	21.2403	24.5814	15.6639	6.91516	11.8701	51.2297	206.502	1146.96	14.5287	47.3746	44.1805	157.017	249.471	61.5626	16.034	21.3393	0	37.3472	39.9751	87.6933	9.94387	20.1621	95.7728	55.7279	52.2028	488.336	424.513	5.44071	152.405	44.9857	35.584	109.575	21.0505
arachidonic acid	2755.37	237.613	6237.37	692.37	2314.71	2271.73	4525.04	494.67	893.767	660.095	10506.2	958.88	640.39	229.73	429.322	1278.01	408.036	5043.02	2025.24	1048.77	1262.07	451.53	300.91	239.269	426.054	654.276	19142.6	197.265	458.733	286.517	517.298	704.055	110.765	672.625	412.118	398.127	2715.26	1149.14	3724.39	2421.04	750.988	1228.28	1190.22	425.286	14016.7	718.712	2740.15	602.722	1631.35	14857.7	773.51	594.809	481.381	455.241	18380.4	13522.6	4158.73	1926.47	459.443	2059.87	962.814	1598.54	37695.3	7458.67	648.123	9767.3	156.484	23043.3	1339.09	973.129	703.391	2978.32	1248.43	891.214	4439.38	623.532	14139.2	4295.52	688.05	6331.7	490.98	4295.46	284.465	1665.75	2126.14	104.255	1993.7	603.477	737.091	282.65	6544.51	2192.28	806.797	21330.3	1007.19	4016.41	2553.8	826.934	9460.76	2116.03	2440.72	1002.99
arginine	230.258	1185.44	404.612	952.293	395.688	307.9	1114.4	135.021	3169.02	849.462	923.657	2840	1525.61	953.052	71.6026	8106.66	89.3657	60.0454	6460.33	12454.8	6318.06	1537.37	1486.81	7721.03	360.377	854.341	8209.86	2438.41	3527.02	1078.54	4024.01	3848.59	342.993	1119.55	2046.76	1305.5	4552.17	333.758	115.387	605.662	570.663	3738	3135.84	17.8901	2902.74	2763.25	26679.5	415.442	739.274	3545.05	3957.71	188.777	222.246	511.66	9158.74	190.798	27.894	9868.59	119.266	291.059	84.9213	874.847	16602.8	4409.71	11957.9	1115.11	2215.34	22068.2	1019.78	33.7766	5481.93	461.145	242.305	441.543	1973.48	438.607	2387.4	1512.55	3798.39	418.866	874.312	489.02	1407.27	763.908	2454.69	2667.91	1560.74	783.479	1271.46	1155.5	2302.81	2119.38	2082.13	1813.88	15554.3	56.0478	279.536	254.248	2389.04	3898.23	1429.44	16087.1
ascorbate	3794.71	174.147	13469.4	430.133	10343.6	54.6704	0	394.431	6720.12	7830.9	6135.3	1566.93	14257.8	12544	13920.4	5631.19	7195.98	2178.52	6259.91	2299.96	17527	10674.3	7707.32	11807.3	2147.7	15893.3	1151.03	13504.8	9719.32	12066.4	5366.44	10195.8	13800.4	12749.3	3709.24	12323.6	1250	9169.71	10319.1	17.9919	9090.83	3470.81	60.6104	2724.28	3045.72	3513.84	4368.07	11781.8	483.03	2776.76	8010.61	1394.99	3952.09	20455.6	1419.91	2052.73	7243.77	9117.8	4613.4	2025.07	3111.69	8115.28	1121.61	113.029	756.402	71.7049	8362.93	297.385	4691.09	11437.4	9519.82	100.674	6223.46	4033.03	799.129	8044.42	1335.92	0	23.6207	944.26	7054.05	0	509.16	3182.06	5575.89	828.047	2434.06	367.388	178.222	2167.5	867.859	4399.22	1335.12	45.5315	32.8452	4208.35	185.483	427.677	166.161	9083.73	7404.87	4614.18
asparagine	2012.71	7.84123	90.623	0	75.9631	376.678	0	0	630.684	58.6739	226.792	0	212.458	40.7535	0	136.525	1389.78	10.739	155.618	15.9001	71.2843	459.727	440.986	28.5975	34.9289	75.641	2081.68	46.9938	9.64381	735.801	0	714.152	24.6545	25.773	0	97.4036	0	99.8089	16.4502	24.7333	8.31085	20.3379	0	6.12904	23.7199	158.228	1367.18	0	13.7184	4485.94	452.676	29.2964	816.366	1586.08	4692.26	300.499	245.75	2193.51	35.0255	124.145	47.7803	1460.58	34.2168	526.044	28.7376	146.93	75.0102	1183.75	469.32	91.4122	2297.47	66.3747	39.531	2318.25	4018.26	129.591	39.8446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319.607	4.73792	873.332	176.059	0	0	0	26.7589	75.7192	0
aspartate	13644.5	2257.11	14939.6	1474.72	7435.23	4017.53	181.107	7205.84	11394.8	9707.27	10196.9	1811.83	13098.4	8465.32	6570.26	20135.9	18707.4	17311.6	17351.5	17786.2	8895.38	15978.5	20749.1	8292.24	6193.03	14653.5	31905.5	10566.3	11396.6	22996	7411.31	9886.07	10658.5	11592	15422.2	13239.2	11851	18174	6101.4	12228.9	8378.92	12832.6	12650.2	5609.05	8623.58	5961.56	7809.85	2315.02	8971.63	18842.1	21664	19758.5	17963.9	15252.8	27304.1	11052.3	16553.2	26288.4	18766.8	17927.9	13879.2	11852.6	25389.6	3575.39	13725.9	12268.3	16301.4	12571.6	14421.5	10662.2	8004.01	13597	11945	15907.2	20765.4	15683.7	3357.43	258.099	474.592	7662.17	1668.06	747.407	3025.42	3798.97	13461.5	2787.31	10447.8	6231.9	1201.84	6758.17	2923.87	4794.2	5571.32	789.654	16677.4	2137.52	15608.9	2283.55	3795.91	14199.5	25269.4	11620.9
atenolol	0	0	0	1035.21	0	13.3374	0	73627.3	100.361	44.7147	26.0326	0	631.811	0	0	1470.59	0	488.51	23.1308	10.2401	88.2341	0	9.96307	0	0	0	126.865	0	0	10.061	0	538.941	6.58177	0	11.887	0	0	15.8926	43360.1	0	61.3842	0	0	0	13.2716	0	0	0	8.19787	0	0	11.2719	0	2377.41	20.531	20488.2	5.45059	148.783	319.593	28.8771	5.73699	57158.9	11.718	8.27806	117.568	17.0249	5.84186	0	108.335	4.0424	106.87	0	12.1251	316.549	6.62027	45.3452	77.8191	0	15.4866	5526.5	0	0	0	0	0	0	0	0	0	15.549	0	275.451	0	0	0	0	0	0	362.609	371.45	174.197	0
azelaic acid	218.768	115.022	467.787	73.1913	143.749	25.7478	32.0783	73.6899	284.636	69.4907	95.6349	79.1885	261.43	1047.37	457.882	172.442	342.191	52.3605	209.353	689.036	311.027	309.688	3395.25	306.017	396.292	418.229	46.6541	2575.79	328.483	607.396	112.483	298.106	2003.03	1261.6	169.73	373.054	244.731	264.669	99.6228	67.8763	352.406	214.883	34.6559	114.55	25.9765	298.177	29.6617	63.1327	201.529	32.6191	320.56	99.1667	270.015	173.831	54.4048	136.021	310.542	263.363	190.351	127.826	126.091	120.993	36.3925	24.962	54.7311	150.993	120.845	105.072	212.409	291.228	345.523	143.158	107.971	418.923	74.0557	135.569	38.1873	33.3357	25.1885	98.001	307.014	15.539	321.148	682.537	141.59	88.7996	43.8584	414.705	315.669	608.289	187.463	225.454	423.356	29.2158	96.0174	20.2192	23.0054	214.638	62.0653	192.729	101.434	191.388
azelate	1311.24	641.329	3488.51	235.188	667.264	84.0336	134.271	323.453	1203.73	233.181	502.258	329.144	1914.53	6002.34	1828.15	1063.36	2160.42	288.487	1810.59	7929.34	1315.41	1750.66	17593.4	2182.24	1441.75	1906.24	290.06	22213.8	1681.11	3010.74	718.032	1155.93	9773.68	8567.89	895.204	3017.88	981.477	1075.03	487.964	196.441	2230.97	1625.32	222.299	603.175	171.826	1898.78	151.957	339.207	1101.22	210.119	1509.8	400.52	936.403	872.719	711.137	600.768	1259.84	1960.4	1320.48	414.711	632.169	755.615	391.203	79.4523	253.738	855.205	534.925	641.729	1284.17	2080.18	2381.49	464.497	492.064	2053.68	487.177	627.556	252.561	223.501	216.994	427.532	1127.78	90.1859	2927.04	2973.05	757.841	484.631	122.641	1974.48	1227.87	2581.86	857.675	995.088	2623.8	133.644	504.003	154.104	84.7117	1032.18	169.887	874.082	388.326	1013.34
beta-alanine	52.3486	0	46.2317	17.3103	76.673	41.8666	0	70.9954	326.429	1660.27	232.986	23.059	293.527	54.0302	73.6073	653.261	67.1765	593.036	67.3784	127.283	48.3105	53.011	59.5425	67.5645	71.6968	70.8181	340.791	64.5836	41.647	60.9334	38.762	53.0167	40.7761	70.9548	168.014	45.1136	537.02	1379.13	2425.28	433.35	43.3947	0	0	2239.28	51.3282	33.7684	26.046	28.5274	20.9113	48.3041	129.61	774.471	57.6577	212.945	0	1121.87	27.4577	193.738	533.732	307.382	66.2816	109.144	1137.62	9.61782	441.547	0	668.158	70.785	110.582	27.4813	61.5037	17.4799	28.3571	66.8446	15.1652	889.55	160.846	0	152.561	190.158	23.9783	63.5294	12.9343	14.851	59.531	48.8177	29.4892	12.2894	34.6026	27.1371	40.2049	103.736	6.17035	0	444.589	14.2501	36.3096	0	0.0692786	478.968	161.716	13.6261
beta-sitosterol	814.322	31.1125	32.7127	13.3158	454.427	110.078	103.253	66.4628	930.231	48.6132	407.646	625.986	451.31	11.3831	0	1059.8	24.2593	18.5547	368.628	50.3761	45.472	447.501	4074.77	600.271	1488.74	5471.75	71.669	32.9319	592.038	112.507	46.3846	293.838	0	34.5137	2179.56	227.632	97.1574	133.624	46.3465	49.6105	52.5985	217.756	78.2239	49.9289	41.2389	314.552	68.6685	1518.39	56.2149	50.0881	1773.29	258.593	794.851	1060.83	526.713	123.928	34.18	1162.27	284.804	202.534	102.412	1120.62	59.7523	204.014	85.5628	184.004	898.506	55.675	272.27	28.9979	85.7303	90.661	364.822	763.014	1366.22	221.665	13.2207	136.825	36.5733	361.808	26.0081	240.171	23.5287	11.3283	173.268	17.5261	237.353	589.457	28.2125	27.4318	458.097	322.374	41.7256	116.446	797.429	332.374	106.998	274.186	268.707	2533.61	117.904	173.564
betaine	30.9868	63.0215	1174.6	144.991	0	49.6849	9190.69	2622.26	308.799	36.1896	113.456	132.431	663.447	48.0514	0	74.8592	0	15521.7	297.895	1808.63	451.432	299.828	0	691.053	52.5926	246.653	3663.47	552.827	224.399	173.588	1879.65	612.941	160.992	1398.22	139.409	521.57	40.3799	94.0943	200.077	108.573	484.83	16454.7	8452.76	654.536	4664.95	167.769	5898.69	0	345.11	10721.1	4875.42	235.653	83.7733	923.166	14560.3	206.837	0	71130.3	251.054	238.237	192.735	216.953	4589.93	10676.3	91.5035	269.566	229.403	6930.81	298.759	1771.25	272.596	143.776	83.8828	119.107	12076.9	70.5197	438.417	8232.12	285.061	775.097	576.894	3733.25	893.816	346.566	137.247	217.466	1267.26	271.281	233.169	593.366	269.279	1137.31	403.638	4675.65	78.1306	3554.54	319.049	184.065	388.771	902.061	939.198	212.82
bilirubin	354.803	1055.21	248.617	6957.91	49.6406	2457.8	839.922	102.941	859.125	3792.64	1041.03	788.494	539.332	343.461	326.634	707.444	117.292	30.1545	788.187	230.225	38.1526	1130.6	587.64	1209.85	2814.09	1106.37	2899.98	103.718	248.206	277.432	97.0144	844.845	83.174	667.866	1178.68	261.7	1865.6	194.076	1002.96	852.858	691.635	1120.15	4676.28	70.6744	253.251	5037.87	584.152	1760.43	815.599	2313.32	1275.74	847.851	250.02	1537.4	1927.52	3706.85	1478.58	150.881	0	6005.8	791.7	1246.63	210.811	2520.1	995.872	2295.5	5573.72	73.0085	454.269	304.708	531.198	1149.65	2460.01	1603.14	4890.38	397.732	459.466	12311.8	10488.3	3786.6	654.802	13797.3	253.501	941.581	1184.98	174.224	19096	7883.24	306.287	442.782	1993.87	1657.79	3097.18	2059.92	540.374	8381.23	7309.73	1613.03	5958.33	3946.15	1069.98	918.677
butyrate / isobutytare*	7249.56	2739.18	5383.43	2341.12	13305.2	775.591	275.838	3557.14	11734	7835.87	9259.94	4825.2	9451.18	14044.6	7878.57	10740.4	3002.26	9679.86	9290.13	5563.33	15728.5	9356.05	4836.18	6485.48	17485.4	5301.13	12451.4	4050.33	6809.92	9917.81	5343.13	11902.9	23097	13834.7	4842.93	9251.33	19084.4	9529.15	2039.07	3991.61	17096.3	1108.69	628.375	2569.43	1935.93	1870.13	163.321	1560.1	1419.25	5.81333	2531.11	13181.5	11856.7	8431.54	3.85806	10605.2	5686.58	9714.37	11984.7	7871.52	10784.2	5984.12	6776.88	39.5003	1900.77	4097.85	4471.01	1718.88	2870.44	8067.75	10673.7	3792.17	4883.96	3200.89	14.983	9900.33	14034.5	11.6404	660.682	2440.18	2634.17	434.433	2331.26	1775.39	5242.48	10154.3	1298.55	625.094	5393.94	2740.27	4225.53	8663.98	844.927	921.743	11574.4	5305.11	1160.18	451.356	1145.29	11063.4	3332.48	3205.52
butyrobetaine	106057	45430.3	8982.42	14178.6	31180.4	264.241	987.222	100325	131517	15774	26015.5	56475.8	27838.4	14134.1	2123.87	67751.7	137180	27062.6	6903.05	24382.5	64008.7	14642.3	2957.19	20512.6	35541.4	23454.1	65353.9	5716.17	9199.05	141645	43951	52065.7	5626.07	84684.2	70562.4	40574.4	10299.5	53944.4	46068.6	60404.2	42563.5	25890.8	6674.14	30430.2	97817.8	27689.8	2558.36	14682.3	3405.06	823.082	19671.1	58474.5	39981.6	35461.6	13682.2	85204.8	45097.6	14336.5	28648.6	49147.4	49154	59309.3	35887.4	1501.72	43170.4	14341.6	15301.6	14839.7	10139.1	10071.4	6788.89	30654.5	18420.4	18842.1	1790.97	42258.7	14691.1	1449.52	13868.1	15462.3	2932.86	828.227	1685.81	8123.01	1746.23	5554.02	15316	5761.39	1666.22	16389.2	32280.9	22578.6	7772.92	13823.5	1189.58	4000.08	12163.4	15578.8	2280.65	15678.5	84496.7	46894.5
caffeine	343.804	253.395	15.3413	95.146	232.225	192.13	690.303	340.911	265.06	234.541	178.554	2746.58	17.0086	19.0363	45.1832	34.0671	18.909	2.6707	14.84	323.942	77.2594	330.26	57.1408	268.869	97.8367	534.423	0	11.7413	632.874	35.1165	147.032	22.0428	0	250.994	192.7	192.726	155.831	24.774	114.327	24.9276	0	390.314	5.76133	32.3864	69.7604	269.173	361.149	430.473	20.9019	218.295	72.1894	40.1037	20.1541	0	52.7619	318.963	25.0411	173.753	86.1767	60.9325	112.36	232.47	21.6244	369.2	38.3972	46.9374	222.877	607.688	74.8536	68.401	112.339	3.30523	237.407	72.8776	7.60742	0	19.6853	1274.62	65.5297	19.2807	264.895	0	41.7908	275.964	86.4859	1485.3	51.5646	48.0609	86.3824	411.367	48.4657	0	49.4123	250.742	55.7037	31.0998	59.2626	57.9751	140.588	71.2587	34.066	0
caproic acid	372.631	4760.43	2675.13	145.896	338.366	0	14.6226	182.8	25.4089	928.402	611.184	241.333	80.0619	5662.02	300.569	14.7215	123.363	95.8311	157.697	3279.52	260.663	287.814	188.343	183.592	16050.1	7189.46	97.1945	1145.85	8575.57	7212.29	94.5441	381.114	19860.7	10666.8	194.398	11983.9	87.1972	851.653	479.739	407.423	8020.52	53.2909	29.6145	3.92456	768.187	150.219	27.4056	1095.73	5277.97	12.6599	159.422	187.095	331.398	100.234	7.13839	679.65	278.442	242.255	138.014	1868.77	823.344	935.489	11588.5	8.27591	159.05	2438.05	143.456	8.48991	389.073	9396.56	6609.75	440.1	373.649	353.688	27.7516	32.2814	5599.2	12.9674	4945.59	1273.07	7134.8	19.7924	512.435	3914.97	534.638	200.334	184.978	1576.95	6616.48	6323.45	202.366	162.528	667.305	28.1757	11.4212	11.3987	1998.76	27.5963	189.086	0	68.7891	154.062
caprylic acid	31.5278	487.625	20.4815	47.7683	36.073	10.1261	17.8093	33.7013	92.1223	7.96561	26.4076	13.1454	200.332	420.66	339.083	24.7032	87.4174	22.7692	27.9793	547.407	151.119	82.5464	96.3772	79.7205	2136.79	3065.93	26.2493	153.589	4116.05	892.663	794.496	66.305	2610.27	582.009	64.8222	7667.25	46.9101	160.383	336.583	44.0906	551.013	606.583	172.876	8.77237	16.4903	1243.89	613.899	320.338	5806.98	66.2826	48.1061	54.4068	75.9869	52.0538	666.07	47.7705	1823.36	28.5603	46.3383	17.173	4817.36	26.4771	28.516	29.3104	17.9068	9.81575	668.966	25.7157	81.9944	2500.65	561.966	3748.91	141.941	50.6833	308.578	35.7063	8823	62.763	63004.9	83.1219	1117.09	19.4893	296.084	3026.69	654.762	186.843	227.639	699.206	112.006	724.673	27.2448	38.9884	466.135	14.4713	45.5495	79.2188	10328.6	35.51	61.7202	5.32558	107.614	534.972
carnitine	1216.43	502.266	1919.81	323.669	1383.4	81691.6	2276.82	3406.4	1083.01	690.281	859.651	1881.6	744.179	277.362	546.086	2466.55	1627.05	214.967	1522.9	1208.58	1452.26	272.515	642.046	1564.68	1391.03	1164.58	5904	1302.18	835.05	1047.81	748.035	578.477	1815.09	3119.4	2187.69	2849.21	1507.43	1848.13	9161.15	415.811	4375.36	3949.96	2969.36	976.817	12898.1	1605.75	191894	837.879	467.886	69689.8	15166.1	894.703	1732.33	5837.02	13648.2	2042.51	1274.41	571.869	703.721	4756	7120.41	1786.47	10205.4	76023.1	4386.97	8426.99	4062.87	14045.8	977.672	3149.65	834.34	2563.29	570.362	1709.96	127528	480.143	1345.93	6181.14	3530.63	5192.67	296.188	15105	413.742	1785.24	704.642	0	4294.25	897.152	837.982	578.932	1250.66	1039.8	873.845	2459.39	60975.8	33754.6	2296.8	3086.95	2410.67	2499.13	79946.8	1956.24
carnosine	0	152.46	0	142.935	0	0	0	23.735	0	0	7.94991	47.2886	4.84936	0	0	0	0	0	19.6761	0	0	0	0	0	0	5.81728	91.1864	0	7.74619	0	0	0	0	10.644	3.82116	0	12.2353	0	0	2.94226	0	0	0	0	83.4625	240.565	108.09	82.3192	155.855	20.4745	10.7877	0	0	7.54272	33.9543	0	0	3.8422	0	0	4.04569	0	66.8217	13.3986	21.5573	0	0	12.9364	0	0	0	0	0	0	0	9.72947	0	47.8581	0	184.319	45.2722	30.3975	195.329	56.0032	266.715	48.8748	497.645	94.0547	16.2493	174.022	49.9052	30.8113	74.7055	36.4563	0	47.4835	588.206	144.474	276.284	0	13.7395	87.3867
carnosol	22.162	274.862	327.807	267.64	0	0	66.4396	0	313.263	14.0662	983.762	392.361	0	634.969	257.077	393.291	0	0	4352.28	26.9367	592.622	159.077	62.2224	221.347	361.934	588.955	0	4588.07	613.402	515.293	46.234	579.87	77.0088	123.183	142.844	1651.16	0	0	1019.71	27.1361	913.158	12.6811	18.4573	0	0	90.9964	0	1972.45	134.672	0	29.4959	0	0	34.1191	0	155.323	1364.3	49.9754	55.5959	60.4492	0	0	0	0	0	17.8088	37.1837	0	917.711	713.953	257.987	8432.74	50.0495	0	43.3872	115.322	12.269	25.8074	0	272.67	857.954	0	4963.99	183.162	429.216	769.047	31.3586	119.181	2339.77	277.123	280.685	66.7575	56.2346	105.577	93.0734	34.6981	0	551.266	118.832	230.881	122.137	0
chenodeoxycholate	588.933	32.5649	0	3309.93	1223.46	8098.29	9566.25	5201.99	6651.79	7690.05	2652.49	679.408	2419.42	153.87	0	3996.93	39.8163	14931	1323.81	190.476	4548.94	117.181	0	952.102	5299.01	0	6569.85	0	230.959	0	512.147	12019.8	407.583	609.73	2036.17	117.589	20143.5	2177.44	15405.1	693.39	1233.46	16392.5	37064.2	12733.5	9357.14	744.456	11888.2	538.355	906.786	32686.1	4152.66	5988.41	369.354	3380.94	8235.43	10678.2	1857.01	5419.27	810.438	10089.9	2779.33	2305.07	1004.28	13305.9	13394.5	14209.7	8344.44	41308	1004.31	234.544	2300.36	8191.24	3472.65	1336.62	19278.4	5513.17	4048.69	294.376	25799.8	11269.5	111.127	6075.84	102.688	172.463	0	30.6952	10657.2	87.1992	303.216	433.679	370.364	8046.01	504.936	25571.9	20488.2	29750.4	1174.6	205.436	8577.37	15953.3	7891.14	2041.61
chenodeoxycholate/deoxycholate*	28440.3	7860.43	5037.54	34152.8	38985.9	3270.4	1112.26	47021.4	19624.7	19551.9	10192.5	19399.9	17849.4	23466.5	66516.8	14564	12169.9	14251	1585.65	3901.41	17547.4	15651.4	25978.4	8690.36	64986.4	7486.87	2351.52	10901.7	11462.1	14312.8	15256.4	17504.3	46610.6	18110.3	29529.8	2223.88	42536.9	29947.1	5905.62	40767.4	27270	2712	17275.3	6257.59	1044.58	30821	1468.26	40533.9	22680.8	13208.4	24790	56701.1	23174.4	26067.8	464.119	36219.2	45312.7	4594.61	24539.2	43483.6	54230.1	23701.9	169.71	15285.7	5593.14	2985.71	6378.56	15087	6940.69	9173.81	18164.2	50413.5	29494.9	27545.7	6090.97	30049.8	12040.1	9.06163	7487.88	8498.13	34239.7	892.095	1055.6	14781	19805.2	12441	19420.8	46223	40933.8	20473.6	22397.7	19493.3	16917.3	6010.3	9380.71	20090.8	34475.5	2787.77	31684.8	9210.09	22479.4	14991.4
cholate	399.035	192.114	91.0479	3491.75	3414.51	37185.3	84864.1	26503.1	24298.6	36915.1	3256.56	4233.72	6326.87	974.762	697.545	22925.1	124.861	41275.9	2764.26	888.258	22688.9	542.543	1722.76	1772.04	8863.56	354.449	41055.3	246.91	197.995	430.038	3959.77	45918.2	5057.29	796.884	964.847	457.853	75102.4	7167.12	51838.8	1407.74	4605.43	54244.7	106809	37899.7	63330.1	1082.84	49153.7	1155.76	5574.26	93827	9881.51	12228.1	1101.79	11634.8	89752	24525.1	1545.1	17041.3	1398.21	45927.5	2758.65	2775.11	5347.39	51613.8	68325.9	76780.6	30829	121699	4563.38	494.201	12487.6	23949.9	4275.06	1160.14	86444.2	24391.3	11032.3	5265.66	76345.3	39246.2	696.114	77111.8	1022.58	740.421	129.298	591.335	39665.7	620.864	307.394	791.291	1244.76	19855.1	1185.87	83787.2	73953.5	103442	3610.75	1726.31	41156.8	63625.6	30331.5	7441.86
cholestenone	12541.4	21370.6	26478.5	1995.27	1812.98	276.715	26.3732	7425.62	360.683	330.431	588.167	2040.92	941.243	5386.75	4802.48	479.786	2000.96	151.713	2126.27	7044.99	7620.91	1818.13	22658.5	3098.53	13477.9	34546.4	552.327	13594.9	5559.57	26774.5	8016.05	3095.43	2273.34	3560.34	2306	1827.23	448.195	1058.42	6228.17	2993.44	28592.9	1199.61	153.189	196.341	69.3944	12817.5	20.2417	45549.7	24750.9	323.049	1531.06	2730.58	5360.96	656.258	325.471	1651.61	19697.6	1567.41	1194.73	379.614	1757	1262.38	4875.21	309.392	195.351	1023.79	459.946	340.348	4551.73	104174	19466.5	1041.63	3676.02	12057.5	466.803	308.796	120.35	172.372	100.884	307.166	5945.41	290.764	1875.16	3185.32	47746.2	3429.59	1559.01	25929.4	25341.9	9400.47	278.019	876.78	28924.1	156.772	357.082	171.272	689.937	10053.2	1784.19	249.684	48617.8	532.257
cholesterol	12199.5	119.465	989.907	108.009	2179.33	3685.36	194.033	194.113	2520.63	1517.83	8615.15	3205.51	5548.42	61.7863	89.5471	4386.29	152.936	359.628	1788.25	2538.13	630.187	2523.81	12362.9	3152.93	8171.67	6887.33	2801.94	106.481	2113.91	2174.94	540.627	2250.95	78.4901	238.197	9256.09	70.6347	3314.05	2319.34	987.269	7930.53	351.852	468.084	1385.4	1073.11	1983.49	2648.88	114.272	10685.5	1157.97	1078.07	10396.7	4344	6654.41	3903.66	5219.22	14658.8	1783.84	9492.58	11995.7	2891.57	9412.3	4328.88	3081.88	5721.35	577.531	12962.9	2934.2	4387.61	2739.79	118.127	1452.53	7676.78	8398.46	7231.66	8563.17	3623.4	657.797	6547.6	537.354	5200.55	99.3893	2761.57	55.2519	52.6896	5343.3	32.1147	6150.62	6492.81	124.735	92.8675	1872.08	8634.64	189.768	3909.14	3609.61	1645.39	8941.43	11591.9	10346.7	3250.56	7335.17	1881.22
choline	6458.45	9817.1	24272.5	3455.29	6105.21	66029.1	18504.7	5632.41	4991.57	3681.75	17010.9	6442.36	17101	5261.92	5219.38	12114.1	2783.58	18166.4	12133.8	11736.8	12967.1	3655.14	4627.32	31617.5	4359.23	3346.07	45599	12852.7	18933.1	2124.57	49082.1	8302.7	2048.26	13899.2	20242.2	7883.35	15246.5	13644	4703.87	4767.6	6507.58	23251.7	70770.9	2673.21	53208	5954.09	34922.7	1253.72	4781.83	62556	7284.78	4630.93	14593.6	10853.2	40612.6	12923.9	6188.53	26339.9	3938.3	10596.3	1051.8	7756	58534.4	50971.7	2999.11	21678.8	8496.04	94243.4	22609.7	2223.33	17974.3	20110.9	6243.21	9282.96	18349.1	9837.6	57800.4	20921.5	18449.2	10986.6	4237	1402.95	6289.86	23801	15448.1	8314.73	11575.2	3627.29	2446.43	9576.55	4440.82	2378.87	2318.54	6964.98	21730.5	32122.7	8940.24	7089.87	32124.1	28053.6	15578.9	9508.66
citrate	222.61	4181.75	741.898	3514.5	142.965	179.297	12531.1	5553.69	1909.14	499.202	812.419	4682.46	243.582	193.709	37.9559	382.681	272.078	236.492	1783.1	174.803	1101.93	918.054	541.337	1067.35	66.5758	48.8147	375.686	115.581	1659.71	1114.91	764.48	226.459	112.165	221.871	787.777	130.414	1182.89	161.759	169.09	308.818	494.354	1227.8	1224.77	597.298	1999.29	5549.89	10948.4	7064.53	5345.04	6346.89	2119.98	145.938	150.072	8165.85	2407.55	250.263	128.328	3705.14	194.458	4324.23	145.485	154.923	663.055	2781.94	181.204	521.803	280.199	2166.33	225.391	541.301	649.117	260.329	197.994	307.658	2600.43	196.392	434.168	15459	6225.12	4883.75	6056.45	5217.1	4640.49	5735.68	6100.46	3053.93	3921.55	4106.04	4794.84	4067.69	4900.95	7535.51	6699.55	5858	710.331	388.922	6989.15	10926.3	5908.34	3277.65	2063.83	605.8
