Metabolite	PRISM|7122	PRISM|7147	PRISM|7150	PRISM|7153	PRISM|7184	PRISM|7238	PRISM|7406	PRISM|7408	PRISM|7421	PRISM|7445	PRISM|7486	PRISM|7547	PRISM|7658	PRISM|7662	PRISM|7744	PRISM|7759	PRISM|7791	PRISM|7843	PRISM|7847	PRISM|7855	PRISM|7858	PRISM|7860	PRISM|7861	PRISM|7862	PRISM|7870	PRISM|7874	PRISM|7875	PRISM|7879	PRISM|7899	PRISM|7904	PRISM|7906	PRISM|7908	PRISM|7909	PRISM|7910	PRISM|7911	PRISM|7912	PRISM|7938	PRISM|7941	PRISM|7947	PRISM|7948	PRISM|7955	PRISM|7971	PRISM|7989	PRISM|8095	PRISM|8226	PRISM|8244	PRISM|8264	PRISM|8283	PRISM|8332	PRISM|8336	PRISM|8361	PRISM|8374	PRISM|8377	PRISM|8406	PRISM|8452	PRISM|8462	PRISM|8466	PRISM|8467	PRISM|8475	PRISM|8483	PRISM|8485	PRISM|8496	PRISM|8523	PRISM|8534	PRISM|8537	PRISM|8550	PRISM|8564	PRISM|8565	PRISM|8573	PRISM|8577	PRISM|8589	PRISM|8591	PRISM|8592	PRISM|8624	PRISM|8629	PRISM|8675	PRISM|8683	PRISM|8746	PRISM|8749	PRISM|8753	PRISM|8754	PRISM|8758	PRISM|8764	PRISM|8765	PRISM|8774	PRISM|8776	PRISM|8783	PRISM|8784	PRISM|8788	PRISM|8789	PRISM|8794	PRISM|8800	PRISM|8802	PRISM|8806	PRISM|8807	PRISM|8841	PRISM|8843	PRISM|8847	PRISM|8878	PRISM|8892	PRISM|9126	PRISM|9148
7-methylguanine	18.1549	975.084	1339.96	1026.95	2814.09	1097.78	1412.11	2922.87	2110.13	2080.03	1128.91	1691.62	1592.36	1333.2	2855.4	2093.69	1879.99	706.266	522.476	1070.59	4310.73	4972.48	5119.53	4347.78	1132.73	545.265	1094.78	474.339	4052.8	1452.24	3836.59	1437.82	2917.33	1772.6	3802.67	775.427	834.074	1515.15	1132.38	486.123	1268.87	1892.39	489.814	1676.25	694.223	48.0106	569.487	9.74168	3290.42	441.588	3666.68	1893.43	1202.97	2288.81	1761.45	1394.71	2057.46	2327.53	2547.32	1692.3	497.267	2002.12	988.276	1570.45	361.874	794.722	846.9	1501.79	2132.39	2717.85	520.781	1488.78	2024.29	1836.57	2422.92	1732.67	2429.15	2263.64	1119.82	1264.79	0	28.1153	75.0887	12.8018	3177.47	4558.39	1939.22	31.0613	15.2414	18.4242	2672.94	1923.57	11.4786	727.685	1403.23	1569.44	371.01	1310.9	2541.69	2365.67	1042.32	1533.91
8-hydroxy-deoxyguanosine	9.62358	220.524	42.5412	100.872	88.6512	0	0	28.6084	63.7001	501.297	25.9757	728.852	81.1845	41.4088	10.5736	38.8431	103.38	2.54301	155.212	806.901	334.176	77.5147	1045.41	91.4917	17.9348	60.7599	80.5103	36.0752	684.949	65.1416	93.2509	494.479	13.2307	79.462	1058.44	68.169	8.97586	27.5702	38.6877	0	46.0081	0	502.862	13.2274	107.608	946.802	440.386	8.35983	232.318	0	22.716	60.1272	146.27	452.389	0	51.6329	74.2702	722.364	56.5197	220.145	7.76297	75.7493	712.79	25.038	84.2717	15.8996	353.789	614.453	9.7901	11.5982	906.621	59.7153	73.5849	1890.78	39.9093	5.48723	24.6111	0	29.3569	266.584	96.4913	0	2289.86	56.4299	253.967	124.226	969.441	207.96	485.046	15.2078	482.582	32.9399	50.0882	0	67.8429	930.431	151.663	751.602	160.993	12.4533	327.862	482.915
9.10-diHOME	568.94	614.399	762.135	408.197	485.777	76.7609	1354.4	60.0387	1164.91	280.01	399.088	549.65	803.139	132.962	767.908	998.973	252.864	1013.86	1383.32	153.122	1017.12	930.774	12.0025	875.829	1840.2	926.183	1335.26	260.847	230.889	161.783	517.854	1123.67	127.036	2611.29	737.237	1284.61	249.923	441.514	285.366	441.549	1665.73	1164.32	454.236	287.989	0	454.811	540.95	182.399	193.402	414.65	943.75	2166.21	290.268	463.541	366.536	955.645	1184.84	1852.8	2139.65	967.336	477.603	702.997	204.355	304.45	532.537	421.335	476.115	556.136	217.068	430.889	1555.87	1027.99	619.11	532.471	146.648	1040.12	575.023	392.514	1184.19	853.769	451.336	97.6811	437.775	268.079	264.674	1448.04	234.493	84.6487	281.831	384.369	648.772	1444.75	220.107	340.862	265.742	1095.74	537.759	80.8601	292.712	2613.08	0	0
ADMA	57.9815	24.2795	214.326	254.629	622.014	2777.64	295.103	196.258	307.907	1072.23	824.669	64.754	484.476	183.35	402.397	660.968	30.7485	1321.84	599.154	293.396	634.44	267.009	86.7608	814.988	121.335	103.244	1178.5	87.4546	227.531	186.601	236.747	576.241	84.8388	418.704	266.23	492.103	1452.62	521.851	4338.75	237.359	382.306	2356.2	3062.32	4137.28	2451.4	110.902	840.363	32.027	80.7266	1622.15	1602.7	316.24	288.106	386.021	4105.97	317.253	532.117	464.513	456.918	2139.98	640.618	1058.21	5131.11	968.049	894.086	1704.52	190.632	3079.17	668.557	273.524	359.805	259.837	593.453	773.128	2722	368.342	260.694	441.676	994.946	723.273	105.495	839.286	121.225	61.4681	198.801	62.0278	73.8002	19.7737	117.131	177.215	154.804	252.334	56.818	1222.74	1881.77	2233.09	472.475	23.5551	237.097	2018.27	378.538	240.416
ADMA/SDMA*	17.5049	13.3169	108.207	928.125	2464.11	1295.21	161.65	950.378	873.779	255.016	1183.1	43.5552	383.58	50.4014	953.119	1042.88	28.1178	430.338	1059.78	327.687	2018.96	392.631	212.659	664.02	71.8348	99.8942	392.861	56.1818	138.561	215.02	142.265	820.576	82.4607	225.242	306.784	473.733	641.984	1154.06	1189.44	732.378	169.492	1020.42	731.052	1238.98	732.284	49.0859	301	22.4127	39.6425	395.503	1601.32	208.143	101.053	1075.32	1305.19	905.097	1635.35	464.58	1018.54	907.55	1492.42	2021.85	1136.29	626.474	566.878	828.806	347.915	2649.78	1130.52	107.043	209.942	62.5086	1129.05	1346.58	821.52	865.641	451.911	220.314	245.068	478.572	47.9026	447.795	87.991	35.6214	954.767	187.911	52.6435	13.5179	441.281	59.7436	507.545	290.808	24.8922	293.98	973.642	1397.18	214.975	41.146	466.634	1568.88	453.352	167.665
C14 carnitine	0	0	0	0	0	2455.71	143.176	28.5218	0	57.8542	22.483	0	0	0	0	0	0	20.0575	0	0	7.78234	0	0	0	0	0	7.03276	0	0	0	11.7169	13.9819	0	0	23.5825	0	64.2301	0	771.682	2.22953	0	14.1376	61.7255	60.2763	694.904	0	21.8235	0	0	142.358	4.29274	23.2122	0	0	34.9323	110.964	15.3155	0	3.06646	39.5546	0	65.4404	35.6764	596.442	12.6091	50.2793	16.6121	112.214	0	0	0	43.5105	0	10.7282	108.639	4.7378	304.721	66.6699	453.961	196.893	0	351.071	0	0	0	0	78.5683	0	0	0	0	14.6114	0	67.7818	110.84	29.3312	24.4125	0	128.502	47.843	0	0
C14:0 CE	37.6572	0	48.3595	34.0679	50.2198	115.33	0	0	0	129.043	26.7747	0	0	0	29.0466	0	12.7478	168.409	0	0	0	0	22.8135	0	16.9279	28.9824	48.8471	0	0	0	0	0	0	0	0	0	152.37	40.2865	80.8347	107.766	0	0	0	15.5961	106.575	0	0	231.892	0	93.1389	31.9903	52.0629	82.4017	0	90.8423	233.388	0	0	475.502	25.0922	34.5797	20.8051	181.469	0	0	66.4333	16.1797	0	0	45.6804	0	137.677	135.296	0	30.7443	0	12.4502	112.072	187.06	29.0234	0	156.636	0	0	0	12.5906	75.9058	33.1736	0	0	0	30.404	0	0	80.7765	0	225.924	0	121.095	22.397	63.2429	0
C14:0 SM	0	27.5415	162.113	17.4141	0	18.6988	20.0278	57.3092	12.5076	53.8177	145.178	0	0	42.8255	51.1119	29.6364	40.7566	37.6589	22.3248	21.5798	241.639	11.3569	0	56.1066	21.8308	37.2075	618.268	22.1064	28.0552	0	11.5866	32.2385	80.7705	42.0653	56.8605	19.9248	189.266	160.557	31.7742	15.8176	80.1288	10.3919	0	85.9991	504.183	11.0803	23.5482	409.276	53.2422	19.0431	108.049	0	167.253	30.707	518.017	39.6572	130.36	99.8649	204.652	0	9.89182	0	1132.07	106.489	0	447.326	0	180.161	21.0636	140.321	23.1939	89.2533	29.4672	30.9531	0	28.5545	21.7196	105.58	0	33.4287	62.382	165.173	18.0722	10.4552	40.5703	18.1556	17.062	28.6952	46.0561	86.4519	23.5178	43.7419	0	396.399	271.872	0	464.132	71.5188	424.618	45.9659	38.5353	0
C16 carnitine	90.8575	10.3781	19.0917	419.867	51.5269	5574.94	595.4	703.119	63.4764	195.315	255.336	38.0747	71.2558	0	0	13.4722	12.6578	45.2643	8.5643	5.98184	75.7434	3.09822	4.41577	14.498	53.8708	0	273.018	0	0	0	72.6857	110.176	1.84308	0	177.738	0	141.938	103.12	1000.33	264.042	14.6406	12.8626	88.6161	186.516	508.548	28.111	53.9326	0	0	284.206	62.8197	53.5225	110.59	24.066	211.684	1046.21	173.706	71.3544	44.7726	331.561	66.0471	614.284	331.778	1218.79	50.0915	237.739	165.13	168.326	18.1855	3.55513	44.5471	65.1143	126.316	327.452	41.9385	113.176	312.986	322.94	886.015	573.766	0	400.618	11.823	0	220.818	16.9675	482.471	0	0	0	15.0711	216.996	0	356.608	318.182	58.6986	719.369	65.4628	794.971	251.57	114.095	0
C16:0 CE	578.381	261.444	691.985	232.804	567.823	952.582	45.4795	408.917	80.6119	1035.89	459.614	93.1805	180.748	50.4019	95.4864	198.416	234.99	704.374	35.9047	67.8633	69.4623	31.5648	271.911	79.8517	203.348	217.848	875.686	47.1079	89.5033	190.513	48.3158	51.6145	72.9879	35.9615	157.166	86.3702	1323.82	520.899	255.589	408.889	111.439	17.6794	142.677	335.866	613.295	321.31	73.3213	1226.29	309.354	542.3	346.809	377.37	944.473	88.2792	866.052	1003.41	176.891	158.342	1944.21	336.718	383.548	414.611	2146.12	130.77	181.221	1291.29	134.494	550.181	56.8179	480.579	122.336	667.963	850.764	125.151	365.671	91.3688	63.4648	1013.03	689.232	219.107	90.7316	1109.08	63.642	67.9024	153.618	83.5686	400.051	342.769	52.1413	117.092	92.5753	553.689	95.3873	201.356	752.679	99.1535	1594.4	322.875	907.948	324.491	545.515	0
C16:0 LPC	132.355	491.289	769.636	356.615	177.955	428.742	3499.35	115.024	81.0951	266.978	2616.65	419.331	1767.75	51.8259	66.7899	408.357	25.047	3318.53	422.855	250.83	439.602	51.6074	302.704	1023.04	150.805	185.166	32497.8	107.408	901.662	56.4627	1320.67	1072.57	0	235.539	398.324	137.243	5259.69	1274.36	167.424	3255.38	120.379	2143.93	184.401	65.6096	32060.7	116.222	5048.27	179.888	309.406	42236.4	641.019	413.874	480.699	557.18	32896.9	2928.7	259.736	1982.15	430.367	1019.62	110.378	160.865	31672	38603.8	998.018	11024.9	1237.77	24872.3	702.436	134.594	249.488	5180.17	240.613	204.569	3389.85	2792.55	16862.2	27106.8	430.308	1723.37	1137.49	2177.37	95.1852	430.975	1911.47	232.058	1587.03	243.123	315.041	321.786	755.367	1340.74	120.122	22433.6	1257.73	2612.69	1331.99	2124.73	19868.7	725.238	5272.46	1348.97
C16:0 LPE	166.554	230.447	65.1043	321.457	334.148	158.345	360.299	56.059	195.671	100.147	301.25	453.966	240.533	131.99	69.7357	78.404	0	200.818	317.005	245.682	882.161	1012.88	277.073	532.962	89.9045	149.973	282.529	71.2364	391.631	57.9394	470.185	1182.11	10.4677	189.955	559.272	139.989	248.386	118.644	206.024	154.228	195.372	201.399	75.0824	170.948	1009.96	525.343	560.163	223.653	471.733	74.567	164.535	60.3796	212.922	545.964	76.3855	321.723	158.915	255.486	614.429	198.099	64.362	278.13	527.14	283.884	112.627	109.488	543.641	187.523	258.334	106.508	23.4004	216.947	196.254	67.9446	11.7946	202.359	1756.61	1597.23	476.288	1939.18	1111.85	149.915	180.588	341.59	791.514	809.08	1520.68	394.807	440.71	490.857	769.248	1158.92	82.3867	1476.32	67.0842	265.317	455.297	780.143	1920.24	132.627	144.255	490.087
C16:0 SM	345.707	315.799	2976	93.811	334.935	97.0295	313.325	119.567	97.046	145.909	3846.13	168.781	291.262	175.257	174.151	828.38	128.488	946.894	565.564	345.446	457.305	65.0638	137.029	456.508	97.6802	331.743	11067.4	75.5011	41.4459	46.1674	93.9317	83.0104	68.8873	284.049	217.055	105.742	4758.6	3004.2	173.806	143.658	155.542	166.855	235.986	32.6484	6731.48	84.5324	438.109	89.907	31.9644	670.549	744.751	93.8334	3267.02	170.104	9193.24	754.511	132.414	1832.36	2648.89	172.459	123.783	111.219	22251.9	790.633	65.867	8785.13	82.7655	3889.45	433.942	386.887	489.716	1309.3	122.596	552.612	556.486	613.002	711.265	1585.98	179.986	455.021	756.989	3142.42	22.1706	151.705	2083.4	24.2609	459.95	67.9284	77.7166	215.263	688.998	1662.79	86.7536	8278.78	3957.02	726.091	5695.43	1275.8	8226.18	755.617	333.464	581.363
C16:0 ceramide (d18:1)	449.624	297.547	852.708	102.032	332.802	757.037	88.9589	264.897	189.016	703.377	1339.78	257.117	413.627	27.1853	597.213	593.958	271.464	395.641	404.953	290.745	202.456	125.503	64.129	125.316	101.09	119.128	705.867	35.4818	25.1456	349.815	131.496	137.365	59.382	167.071	194.011	32.751	1615.33	1737.79	735.795	583.993	99.174	63.2896	831.11	1547.25	1389.13	118.379	78.0195	55.9292	74.5647	738.179	749.239	1323.26	486.454	236.135	738.02	1761.11	544.223	708.882	2469.38	2228.2	2184.28	2187.77	1285.89	1002.97	202.472	2671.11	205.803	1622.44	193.505	1546.52	558.356	1098.31	258.016	356.727	373.007	474.64	203.623	839.176	332.788	813.485	113.042	1051.8	41.3269	66.2401	961.33	201.596	629.164	37.834	75.9898	94.7655	210.615	1347.92	76.585	729.257	1246.84	587.186	3396.09	1891.23	3207.72	369.776	449.214	362.817
C16:1 CE	109.354	0	67.2366	45.4845	29.8486	401.05	0	73.0486	0	70.82	144.917	0	0	0	24.334	0	32.7434	107.932	0	0	14.8962	0	20.153	0	37.075	19.4982	149.871	0	0	0	0	0	80.0998	0	28.6605	33.6232	140.052	93.1825	48.4985	92.2455	0	0	0	39.5409	82.0993	25.4265	17.4245	65.6731	30.4124	99.16	43.6199	77.9338	290.025	0	189.116	464.986	31.0088	31.2929	176.264	39.1062	65.1139	57.273	734.538	0	0	152.279	0	0	0	57.8209	25.5995	112.658	159.499	0	49.1844	0	0	119.852	59.8478	38.0242	20.3385	222.516	0	12.9143	13.5161	9.797	30.2496	55.6884	0	15.9087	0	53.3074	18.4112	45.1258	52.4416	0	568.641	35.1916	141.862	20.2761	34.8738	0
C16:1 CE*	179.138	0	108.863	45.7305	89.2438	828.787	25.5707	159.81	0	212.364	259.805	0	27.1967	0	63.5728	73.1722	53.1863	289.727	20.2806	0	0	0	84.4234	0	83.9537	22.1165	217.002	0	0	36.4522	0	0	94.7818	0	46.0629	83.4822	443.119	96.3726	92.1463	205.311	69.2243	0	0	153.901	351.853	73.7399	24.5602	87.0492	48.8652	339.415	155.178	205.294	323.783	0	560.442	1006.61	28.9197	55.9096	417.072	70.4371	128.48	106.443	1500.61	70.1701	79.0761	422.825	21.3748	113.054	0	132.809	52.262	126.785	266.273	0	86.5073	0	0	276.119	97.8209	143.846	17.5563	717.32	0	27.016	16.6249	8.76507	112.414	129.21	0	29.5773	19.2504	121.747	34.7126	122.849	130.224	0	1047.1	56.825	363.376	50.8844	104.687	0
C16:1 LPC plasmalogen*	0	0	11.3302	9.34377	0	5.35262	0	0	0	0	5.56076	7.70786	0	0	0	0	0	92.687	0	0	0	0	0	0	0	0	338.151	0	0	0	0	0	0	0	0	0	18.392	4.93847	0	0	0	0	0	0	242.465	0	41.1784	0	0	293.745	5.01034	0	0	0	120.806	17.1277	3.32257	0	0	0	0	0	245.964	487.937	6.90335	15.7105	0	98.2241	0	0	0	7.27739	0	0	6.85761	0	106.662	69.8235	0	71.4848	21.5579	39.2846	0	32.3986	116.699	0	78.3831	0	0	0	0	9.87174	0	907.162	5.30226	175.251	110.837	20.441	590.041	0	9.3655	8.10545
C16:1 MAG	63.5365	46.2778	87.4474	34.112	97.1015	56.3631	37.546	108.116	65.8621	51.5089	42.7499	34.0242	112.931	163.238	81.1246	143.168	59.3457	144.563	63.418	416.206	87.4342	39.1831	107.292	47.6268	55.3725	75.2932	89.8973	91.767	36.0307	47.8204	19.3003	65.6316	97.2306	44.3475	66.4182	62.3778	126.702	66.729	55.8621	45.2462	117.677	22.7095	212.414	280.821	395.033	138.557	23.0339	104.465	71.6398	117.182	78.0673	47.665	53.0715	75.7791	176.472	109.9	96.714	113.308	82.6759	81.9449	48.4689	87.2336	126.795	254.601	124.358	123.833	48.1087	237.723	60.7907	51.2715	244.473	63.848	40.1171	165.041	76.3834	15.137	51.0607	159.087	23.6021	77.8057	75.9309	296.538	43.8189	22.9985	281.041	32.7266	119.33	113.266	50.0701	104.49	173.34	111.277	111.397	133.897	303.245	152.6	85.9132	81.5739	83.911	70.4307	340.523	214.674
C16:1 MAG*	51.2551	30.3433	40.1185	31.9473	34.5744	203.005	16.911	183.377	390.944	17.684	49.3069	59.2835	85.7433	13.1984	77.6073	106.82	14.8505	0	49.8552	55.9141	57.0782	65.3388	239.13	14.5133	47.1447	97.7952	30.3512	42.7678	28.2329	50.7424	6.8152	130.205	42.4647	33.9345	110.819	51.5671	0	0	102.616	25.6125	63.131	32.6737	72.4145	11.3641	0.0754879	76.811	45.2977	29.8145	28.9779	0	870.938	125.7	40.7359	76.4803	98.6296	88.297	86.8923	75.6136	153.871	73.2105	23.5656	56.0589	65.9935	56.5981	0	129.382	312.888	0	88.1498	68.1554	42.791	0	105.247	0	37.3576	14.6103	174.738	78.1448	20.7219	90.1333	34.665	115.766	20.83	8.18339	0	30.18	361.674	81.0626	22.9142	48.2394	42.4151	85.4896	73.6943	52.068	0	52.3925	86.4562	355.286	83.2823	40.0826	86.3826	150.067
C16:1 SM	74.8559	0	147.089	0	16.9884	32.1417	14.1529	0	21.8386	20.653	88.7105	10.8593	78.7163	5.38094	27.5726	0	0	39.4871	40.803	30.4838	59.977	37.6644	39.9526	26.1361	0	24.6445	620.691	19.8337	13.0991	0	14.3624	38.858	28.0138	13.2048	52.0565	0	101.851	201.356	3.52074	1.49444	65.1534	43.3424	0	22.7143	189.139	0	13.1118	0	17.9427	60.8916	14.3827	32.3674	262.051	28.4549	455.661	0	0	74.1438	102.799	14.685	7.5943	18.3318	1150.73	34.8049	0	295.613	11.5105	88.5037	14.4715	13.4439	0	59.7926	17.514	34.04	0	0	8.51638	39.8124	0	21.8269	50.3062	94.1588	0	0	45.7729	14.0883	31.0539	19.2609	29.6816	55.9587	56.5726	54.879	0	270.587	192.655	29.486	401.698	41.1248	342.665	27.5232	0	0
C18 carnitine	120.952	45.5003	45.5734	523.857	126.233	726.881	80.0155	379.676	58.8056	52.8165	62.838	92.1214	34.499	0	20.565	11.889	52.7771	31.6415	13.9868	27.936	69.4133	0	11.2163	51.4128	60.8723	7.71309	94.5941	0	21.0719	9.48681	69.9521	94.2314	0	0	197.433	12.4016	41.5209	51.9724	135.128	179.768	59.2058	12.3543	43.2721	52.869	108.964	88.4315	10.1805	93.6461	0	85.5709	40.231	100.84	143.515	21.176	118.479	329.954	89.9452	88.4591	30.795	104.196	121.827	269.429	203.196	287.976	17.2796	124.346	73.5755	41.637	20.5429	27.9346	49.7335	38.9813	87.659	138.57	45.781	23.3499	70.9356	159.598	256.995	185.636	14.1809	113.744	118.302	54.4021	361.934	39.6354	120.71	109.637	38.2194	17.1899	0	89.0674	25.8447	129.776	115.244	22.8604	785.121	148.214	327.5	44.1857	222.021	12.6644
C18:0 CE	222.8	303.908	219.541	95.5325	196.787	274.61	28.533	376.617	269.654	468.14	179.555	43.6756	153.696	42.1105	0	889.609	234.239	342.046	86.3844	46.0108	493.692	129.656	869.351	72.8321	519.256	522.744	61.7942	69.0626	261.835	129.931	0	74.8376	34.12	0	475.94	191.389	317.851	94.2893	43.8256	433.034	71.4566	61.4352	69.818	152.891	237.504	204.682	0	608.458	211.172	119.526	315.89	255.245	117.06	80.0179	468.277	578.828	69.6108	118.429	839.388	114.604	269.586	498.277	188.745	417.289	360.215	291.181	292.565	50.2789	38.1828	153.104	85.1224	239.226	324.657	144.09	460.973	41.3024	43.4787	340.058	268.795	178.823	0	176.639	0	0	140.866	0	192.781	458.694	16.2345	0	30.5355	597.41	195.189	50.8972	192.555	263.752	263.434	157.219	216.315	325.755	316.209	82.2062
C18:0 LPC	179.794	350.876	1910.2	96.8673	136.312	229.838	1465.93	58.2552	71.9937	148.629	3220.91	216.761	556.059	52.6832	83.4138	267.987	13.3042	3490.61	385.205	213.243	482.885	37.258	102.1	1185.28	75.2935	130.937	27254.3	130.039	649.038	27.4891	790.889	339.945	42.0668	176.134	236.229	90.143	4611.65	1074.76	76.7241	814.961	91.7258	611.372	233.002	37.4701	16716	115.334	2092.5	128.763	98.4157	9239.39	480.297	253.175	882.911	140.813	14373.7	2241.13	161.359	924.449	294.734	280.636	57.9444	59.3552	25416.5	9959.7	347.38	16932.8	272.015	10980.5	323.072	66.0633	367.955	1600.69	154.255	196.635	1666.39	356.715	11787.2	7206.53	88.4839	637.598	603.932	1747.08	50.3919	416.277	1300.88	178.307	558.297	89.8968	155.349	608.157	220.754	697.047	122.822	12921.7	1295.63	1461.59	1419.53	634.244	11469.7	688.845	1393.5	694.16
C18:0 MAG	1666.24	1278.49	3153.58	2173.86	1444.27	2841.36	2762.57	3667.63	2999.84	1360.71	3310.56	2388.94	3843.57	1604.06	2964.18	4556.71	1674.29	858.28	3587.12	2616.51	2114.51	1685.39	5089.67	2698.76	1924.22	2593.33	5823.72	2102.77	1666.76	2017.29	1054.31	2263.61	3457.91	1916.2	5168.77	1727.64	4500.18	1869.91	1342.02	4574.49	4267.17	2255.94	4358.62	1102.84	2055.44	5159.49	1491.54	1891.08	1570.55	2554.77	4269.5	1971.22	3023.21	4257.02	10076.4	2879.04	1256.34	3277.05	2643.7	2753.76	851.937	2288.86	6816.96	5402.47	4743.06	10814	2902.45	5552	2901.24	1537.27	2626.51	2909.77	4482.55	3638.59	4244.73	1753.7	6250.93	6456.94	2292.01	3674.87	2493.37	10390.8	1401.8	952.47	1886.61	1479.73	3647.17	1804.25	1919.51	1559.43	3379.96	5075.66	3966.09	6522.2	3068.53	2881.54	2546.2	5299.37	10892.6	3990.6	6661.29	7882.44
C18:0 SM	85.0927	61.5737	104.881	10.777	176.523	26.0589	21.7323	40.125	19.5684	0	614.814	27.4358	58.066	16.9107	46.4634	426.819	0	659.577	86.4458	0	64.1742	0	0	31.6848	0	65.8735	688.419	0	0	0	0	22.6774	0	0	31.5147	23.9096	878.698	274.481	15.053	20.3039	71.4545	34.0003	0	29.071	311.885	0	23.4274	0	0	196.314	138.95	0	196.708	14.5386	814.817	89.9244	50.0781	571.362	171.733	0	0	0	1818.43	320.056	49.202	644.271	29.4366	221.934	112.366	31.0318	76.1786	618.63	77.1816	48.8991	113.376	489.256	579.113	136.168	46.6842	100.132	293.438	229.234	24.2743	14.3236	681.874	6.41393	31.1901	0	31.4373	14.1425	168.003	723.118	21.9325	315.81	928.96	667.915	448.779	109.467	571.299	76.8196	65.6881	311.683
C18:0e MAG	485.537	80.7022	1565.21	565.886	624.299	6020.14	117.105	11264.3	1457.11	3292.36	5534.48	485.489	833.766	99.7526	549.751	3331.56	4051.34	1310.36	914.731	1133.94	1366.77	709.361	332.833	322.105	395.174	240.596	2332.62	234.992	101.974	667.527	271.594	610.008	489.333	226.802	1110.59	169.393	3817.57	2651.22	2829.8	4861.32	816.92	252.561	5161.1	5218.03	2005.57	1293.09	693.695	267.935	2236.93	3660.55	4357.04	2661.54	1323.58	1037.39	6088.6	9387.86	3411.4	2202.35	517.608	6510.09	8798.09	1375.21	2467.82	4149.19	1200.85	11191.3	1548.51	6019.26	971.32	555.647	1505.36	2824.11	905.501	1483.81	3345.23	1951.63	390.466	1123.26	1242.6	4975.25	293.89	5849.08	69.9298	96.1649	1443.55	50.4136	6809.66	819.456	534.288	799.171	755.407	7316.06	964.021	6089.11	6323.64	1992.88	12465.8	8711.48	11689.6	1773.61	2468.78	1950.12
C18:1 CE	1871.59	359.453	139.545	713.782	2126.33	3724.82	96.6953	1655.19	171.262	3309.11	1361.16	177.038	497.707	94.3371	0	959.899	515.982	2261.2	180.746	65.5862	400.005	43.8723	633.775	126.478	575.618	841.008	1405.58	68.3319	98.252	191.468	32.0507	407.663	31.7599	49.7849	655.609	363.166	5200.39	1026.24	858.469	1764.2	179.881	36.5356	373.691	1940.49	3386.18	1285.81	256.039	359.61	1271	2728.06	1011.16	1669.62	1981.24	308.516	3047.98	3367.46	558.252	772.828	4618.34	1501.54	1441.75	1760.71	5160.61	699.989	964.055	3332.55	183.715	802.577	113.526	475.023	343.698	1796.57	1664.77	361.875	983.192	144.068	91.042	3347.24	1087.25	1154.81	58.2825	3091.23	23.16	29.5402	319.525	178.717	1242.57	1437.81	94.4056	72.6382	535.224	1525.83	376.191	1200.48	2321.12	454.398	3412.24	693.578	2553.62	839.837	1659.31	457.895
C18:1 LPC	28.4598	155.381	37.2732	99.1695	42.2527	101.83	1253.04	0	14.7402	124.993	621.289	385.986	485.916	18.0099	0	91.6094	0	387.709	133.616	71.9966	77.2703	16.8884	46.9029	801.171	10.4776	63.8973	4952.41	95.8494	365.837	15.2819	1470.1	466.823	0	171.829	136.619	50.2953	68.8058	543.508	61.352	170.31	69.5841	642.604	0	29.9987	3763.84	103.268	6085.42	16.2285	47.087	1414.37	38.0332	63.5003	144.906	177.399	3227.77	247.713	30.5966	735.095	62.9042	139.945	14.7738	27.3955	4738.16	1226.72	188.406	261.146	1748.96	1027.73	134.641	48.2533	72.9579	308.871	55.3193	25.324	217.049	1463.46	1376.02	1857.64	244.311	307.235	303.631	181.209	68.2818	82.4693	144.967	234.926	73.0375	54.137	201.826	47.5634	108.372	66.9891	20.9072	3286.53	208.538	119.115	77.2842	110.424	2915.85	393.621	97.727	167.28
C18:1 LPC plasmalogen*	0	0	42.5129	9.02063	0	0	79.3563	0	0	0	5.88501	0	0	0	2.75543	0	0	77.8588	0	0	0	0	0	0	0	0	1668.91	0	0	0	0	0	0	0	0	0	23.1024	17.7841	0	0	0	0	0	0	1183.83	0	63.5901	0	0	81.7032	0	0	0	0	352.665	19.7449	0	0	0	0	0	0	1052.55	22.8504	6.7806	121.46	0	55.7586	0	0	0	10.5971	0	0	0	0	126.785	224.846	28.7019	40.467	0	114.957	0	11.0846	244.281	0	8.40521	0	0	0	0	11.4635	0	1455.12	10.2963	58.5141	157.648	9.40854	1189.51	0	0	0
C18:1 LPC*	0	111.152	9.01723	71.9619	6.27084	49.5174	2719.34	0	0	31.6813	98.7636	319.611	52.6805	0	0	14.429	0	116.608	29.6309	0	28.1542	0	0	148.121	0	12.3563	1637.73	27.8445	133.764	0	1043.73	161.961	0	45.4304	19.9374	0	31.8558	141.829	0	27.8977	6.82477	233.065	0	0	1567.98	0	4511.42	0	47.6625	461.941	5.24683	23.9616	18.8251	219.311	525.679	32.3141	0	250.1	0	19.0851	0	15.7857	1602.29	262.858	25.0439	44.3695	388.665	245.457	36.6147	8.5927	16.6781	52.3711	9.20337	9.45986	17.9808	272.205	892.492	1638.44	312.25	151.665	254.059	172.758	84.3993	131.964	135.703	291.796	50.8904	30.3644	308.812	81.0226	102.938	20.149	8.66137	1638.91	37.2993	29.7348	89.8949	48.8095	2039.97	81.5181	12.4532	27.5216
